number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
718,zygarde_10%,dragon,ground,"['aura break', 'power construct']",54,100,71,61,85,115,486,81.0,21.455380055672126,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.2,33.5,23.3,23.3,1.408450704225352,161,156
718,zygarde_complete,dragon,ground,"['aura break', 'power construct']",216,100,121,91,95,85,708,118.0,45.24746770078225,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,4.5,610.0,30.1,30.1,0.8264462809917356,191,216
719,mega_diancie,rock,fairy,['magic bounce'],50,160,110,160,110,110,700,116.66666666666669,37.26779962499649,6.0,Slow,1250000,1.0,3,1.0,1.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,1.1,27.8,23.0,23.0,1.4545454545454546,320,220
719,diancie,rock,fairy,['clear body'],50,100,150,100,150,50,600,100.0,40.8248290463863,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.7,8.8,18.0,18.0,0.6666666666666666,200,300
720,hoopa,psychic,ghost,['magician'],80,110,60,150,130,70,600,100.0,32.65986323710904,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.5,9.0,36.0,36.0,1.8333333333333333,260,190
720,hoopa_unbound,psychic,dark,['magician'],80,160,60,170,130,80,680,113.33333333333331,42.295258468165066,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.5,490.0,11.6,11.6,2.6666666666666665,330,190
721,volcanion,fire,water,['water absorb'],80,110,120,130,90,70,600,100.0,21.602468994692867,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,1.7,195.0,67.5,67.5,0.9166666666666666,240,210
722,rowlet,grass,flying,"['long reach', 'overgrow']",68,55,55,50,50,42,320,53.333333333333336,7.866949147470631,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7,16.7,1.0,105,105
723,dartrix,grass,flying,"['long reach', 'overgrow']",78,75,75,70,70,52,420,70.0,8.54400374531753,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,16.0,32.7,32.7,1.0,145,145
724,decidueye,grass,ghost,"['long reach', 'overgrow']",78,107,75,100,100,70,530,88.33333333333333,14.383632673594278,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,36.6,14.3,14.3,1.4266666666666667,207,175
725,litten,fire,none,"['blaze', 'intimidate']",45,65,40,60,40,70,320,53.333333333333336,12.133516482134198,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,4.3,26.9,26.9,1.625,125,80
726,torracat,fire,none,"['blaze', 'intimidate']",65,85,50,80,50,90,420,70.0,16.072751268321593,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,25.0,51.0,51.0,1.7,165,100
727,incineroar,fire,dark,"['blaze', 'intimidate']",95,115,90,80,90,60,530,88.33333333333333,16.499158227686106,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.8,83.0,25.6,25.6,1.2777777777777777,195,180
728,popplio,water,none,"['liquid voice', 'torrent']",50,54,54,66,56,40,320,53.333333333333336,7.71722460186015,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.5,46.9,46.9,1.0,120,110
729,brionne,water,none,"['liquid voice', 'torrent']",60,69,69,91,81,50,420,70.0,13.316656236958783,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,17.5,48.6,48.6,1.0,160,150
730,primarina,water,fairy,"['liquid voice', 'torrent']",80,74,74,126,116,60,530,88.33333333333333,24.03931964280372,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.8,44.0,13.6,13.6,1.0,200,190
731,pikipek,normal,flying,"['keen eye', 'pickup', 'skill link']",35,75,30,30,30,65,265,44.16666666666666,18.57791400800663,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,1.2,13.3,13.3,2.5,105,60
732,trumbeak,normal,flying,"['keen eye', 'pickup', 'skill link']",55,85,50,40,50,75,355,59.16666666666666,15.65691185671328,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,14.8,41.1,41.1,1.7,125,100
733,toucannon,normal,flying,"['keen eye', 'sheer force', 'skill link']",80,120,75,75,75,60,485,80.83333333333333,18.57791400800663,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.1,26.0,21.5,21.5,1.6,195,150
734,yungoos,normal,none,"['adaptability', 'stakeout', 'strong jaw']",48,70,30,30,30,45,253,42.16666666666666,14.496168076043023,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,6.0,37.5,37.5,2.3333333333333335,100,60
735,gumshoos,normal,none,"['adaptability', 'stakeout', 'strong jaw']",88,110,60,55,60,45,418,69.66666666666667,22.261077142752,7.0,Medium Fast,1000000,1.0,127,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,14.2,29.0,29.0,1.8333333333333333,165,120
736,grubbin,bug,none,['swarm'],47,62,45,55,45,46,300,50.0,6.377042156569663,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,4.4,27.5,27.5,1.3777777777777778,117,90
737,charjabug,bug,electric,['battery'],57,82,95,55,75,36,400,66.66666666666667,19.48218559493661,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,10.5,42.0,42.0,0.8631578947368421,137,170
738,vikavolt,bug,electric,['levitate'],77,70,90,145,75,43,500,83.33333333333333,30.9874526578456,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.5,45.0,20.0,20.0,0.7777777777777778,215,165
739,crabrawler,fighting,none,"['anger point', 'hyper cutter', 'iron fist']",47,82,57,42,47,63,338,56.333333333333336,13.43709624716425,7.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,7.0,19.4,19.4,1.4385964912280702,124,104
740,crabominable,fighting,ice,"['anger point', 'hyper cutter', 'iron fist']",97,132,77,62,67,43,478,79.66666666666667,28.470257384778865,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.7,180.0,62.3,62.3,1.7142857142857142,194,144
741,oricorio_baile_style,fire,flying,['dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.6,3.4,9.4,9.4,1.0,168,140
741,oricorio_pom-pom_style,electric,flying,['dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.6,3.4,9.4,9.4,1.0,168,140
741,oricorio_pa'u_style,psychic,flying,['dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4,9.4,1.0,168,140
741,oricorio_sensu_style,ghost,flying,['dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4,9.4,1.0,168,140
742,cutiefly,bug,fairy,"['honey gather', 'shield dust', 'sweet veil']",40,45,40,55,40,84,304,50.66666666666666,15.828946760778354,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.1,0.2,20.0,20.0,1.125,100,80
743,ribombee,bug,fairy,"['honey gather', 'shield dust', 'sweet veil']",60,55,60,95,70,124,464,77.33333333333333,24.641879437701625,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,12.5,12.5,0.9166666666666666,150,130
744,rockruff,rock,none,"['keen eye', 'steadfast', 'vital spirit']",45,65,40,30,40,60,280,46.66666666666666,12.133516482134198,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,9.2,36.8,36.8,1.625,95,80
745,lycanroc,rock,none,"['keen eye', 'sand rush', 'steadfast']",75,115,65,55,65,112,487,81.16666666666667,23.596727645068828,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1,39.1,1.7692307692307692,170,130
745,lycanroc_midnight,rock,none,"['keen eye', 'no guard', 'vital spirit']",85,115,75,55,75,82,487,81.16666666666667,17.892425461319906,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1,25.0,20.7,20.7,1.5333333333333334,170,150
745,lycanroc_dusk,rock,none,['tough claws'],75,117,65,55,65,110,487,81.16666666666667,23.667253513850923,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1,39.1,1.8,172,130
746,wishiwashi,water,none,['schooling'],45,20,20,25,25,40,175,29.166666666666668,9.753916592266354,7.0,Fast,800000,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.3,7.5,7.5,1.0,45,45
746,wishiwashi_school,water,none,['schooling'],45,140,130,140,135,30,620,103.33333333333331,46.87453703475078,7.0,Fast,800000,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.2,78.6,1.2,1.2,1.0769230769230769,280,265
747,mareanie,poison,water,"['limber', 'merciless', 'regenerator']",50,53,62,43,52,45,305,50.833333333333336,6.148622248565572,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4,8.0,50.0,50.0,0.8548387096774194,96,114
748,toxapex,poison,water,"['limber', 'merciless', 'regenerator']",50,63,152,53,142,35,495,82.5,46.42826007221607,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,14.5,29.6,29.6,0.4144736842105263,116,294
749,mudbray,ground,none,"['inner focus', 'own tempo', 'stamina']",70,100,70,45,55,45,385,64.16666666666667,19.02118701752221,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0,100.0,1.4285714285714286,145,125
750,mudsdale,ground,none,"['inner focus', 'own tempo', 'stamina']",100,125,100,55,85,35,500,83.33333333333333,30.092450142112984,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.5,920.0,147.2,100.0,1.25,180,185
751,dewpider,water,bug,"['water absorb', 'water bubble']",38,40,52,40,72,27,269,44.833333333333336,14.147045235274003,7.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4,44.4,0.7692307692307693,80,124
752,araquanid,water,bug,"['water absorb', 'water bubble']",68,70,92,50,132,42,454,75.66666666666667,29.786275736020144,7.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.8,82.0,25.3,25.3,0.7608695652173914,120,224
753,fomantis,grass,none,"['contrary', 'leaf guard']",40,55,35,50,35,35,250,41.66666666666666,7.993052538854531,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7,16.7,1.5714285714285714,105,70
754,lurantis,grass,none,"['contrary', 'leaf guard']",70,105,90,80,90,45,480,80.0,18.929694486000912,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,18.5,22.8,22.8,1.1666666666666667,185,180
755,morelull,grass,fairy,"['effect spore', 'illuminate', 'rain dish']",40,35,55,65,75,15,285,47.5,19.94784867264304,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.2,1.5,37.5,37.5,0.6363636363636364,100,130
756,shiinotic,grass,fairy,"['effect spore', 'illuminate', 'rain dish']",60,45,80,90,100,30,405,67.5,24.790791301072527,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,11.5,11.5,11.5,0.5625,135,180
757,salandit,poison,fire,"['corrosion', 'oblivious']",48,44,40,71,40,77,320,53.333333333333336,14.962917124975624,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,0.6,4.8,13.3,13.3,1.1,115,80
758,salazzle,poison,fire,"['corrosion', 'oblivious']",68,64,60,111,60,117,480,80.0,24.25558354963519,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,1.2,22.2,15.4,15.4,1.0666666666666667,175,120
759,stufful,normal,fighting,"['cute charm', 'fluffy', 'klutz']",70,75,50,45,50,50,340,56.66666666666666,11.426091000668409,7.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0.5,6.8,27.2,27.2,1.5,120,100
760,bewear,normal,fighting,"['fluffy', 'klutz', 'unnerve']",120,125,80,55,60,60,500,83.33333333333333,28.81936077631764,7.0,Medium Fast,1000000,1.0,70,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,2.1,135.0,30.6,30.6,1.5625,180,140
761,bounsweet,grass,none,"['leaf guard', 'oblivious', 'sweet veil']",42,30,38,30,38,32,210,35.0,4.58257569495584,7.0,Medium Slow,1059860,0.0,235,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,3.2,35.6,35.6,0.7894736842105263,60,76
762,steenee,grass,none,"['leaf guard', 'oblivious', 'sweet veil']",52,40,48,40,48,62,290,48.333333333333336,7.520342781785652,7.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,8.2,16.7,16.7,0.8333333333333334,80,96
763,tsareena,grass,none,"['leaf guard', 'queenly majesty', 'sweet veil']",72,120,98,50,98,72,510,85.0,22.825424421026653,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,21.4,14.9,14.9,1.2244897959183674,170,196
764,comfey,fairy,none,"['flower veil', 'natural cure', 'triage']",51,52,90,82,110,100,485,80.83333333333333,22.453037408976293,7.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.1,0.3,30.0,30.0,0.5777777777777777,134,200
765,oranguru,normal,psychic,"['inner focus', 'symbiosis', 'telepathy']",90,60,80,90,110,60,490,81.66666666666667,17.716909687891082,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.5,76.0,33.8,33.8,0.75,150,190
766,passimian,fighting,none,"['defiant', 'receiver']",100,120,90,40,60,80,490,81.66666666666667,26.087459737497547,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.0,82.8,20.7,20.7,1.3333333333333333,160,150
767,wimpod,bug,water,['wimp out'],25,35,40,20,30,80,230,38.333333333333336,19.72026594366539,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,12.0,48.0,48.0,0.875,55,70
768,golisopod,bug,water,['emergency exit'],75,125,140,60,90,40,530,88.33333333333333,34.960294939005045,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,108.0,27.0,27.0,0.8928571428571429,185,230
769,sandygast,ghost,ground,"['sand veil', 'water compaction']",55,55,80,70,45,15,320,53.333333333333336,20.548046676563253,7.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,70.0,280.0,100.0,0.6875,125,125
770,palossand,ghost,ground,"['sand veil', 'water compaction']",85,75,110,100,75,35,480,80.0,23.80476142847617,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.3,250.0,147.9,100.0,0.6818181818181818,175,185
771,pyukumuku,water,none,"['innards out', 'unaware']",55,60,130,30,130,5,410,68.33333333333333,47.14045207910316,7.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.2,13.3,13.3,0.46153846153846156,90,260
772,type:_null,normal,none,['battle armor'],95,95,95,95,95,59,534,89.0,13.41640786499874,7.0,Slow,1250000,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,120.5,33.4,33.4,1.0,190,190
773,silvally,normal,none,['rks system'],95,95,95,95,95,95,570,95.0,0.0,7.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.3,100.5,19.0,19.0,1.0,190,190
774,minior_meteor_form,rock,flying,['shields down'],60,60,100,60,100,60,440,73.33333333333333,18.856180831641264,7.0,Medium Slow,1059860,0.0,30,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,40.0,444.4,100.0,0.6,120,200
774,minior_core_form,rock,flying,['shields down'],60,100,60,100,60,120,500,83.33333333333333,24.267032964268395,7.0,Medium Slow,1059860,0.0,30,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,0.3,3.3,3.3,1.6666666666666667,200,120
775,komala,normal,none,['comatose'],65,115,65,75,95,65,480,80.0,18.929694486000912,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,19.9,124.4,100.0,1.7692307692307692,190,160
776,turtonator,fire,dragon,['shell armor'],60,78,135,91,85,36,485,80.83333333333333,30.295305833669275,7.0,Medium Fast,1000000,1.0,70,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,2.0,212.0,53.0,53.0,0.5777777777777777,169,220
777,togedemaru,electric,steel,"['iron barbs', 'lightning rod', 'sturdy']",65,98,63,40,73,96,435,72.5,20.02290355234891,7.0,Medium Fast,1000000,1.0,180,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,3.3,36.7,36.7,1.5555555555555556,138,136
778,mimikyu,ghost,fairy,['disguise'],55,90,80,50,105,96,476,79.33333333333333,20.42601826647137,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,0.2,0.7,17.5,17.5,1.125,140,185
